Entity_Name,Entity_Type,Contractor,SATNAME,Purpose,Date_of_First_Launch,Launch_vehicle,Launch_site,COSPAR_number,NORAD_number,Class_of_Orbit,Expected_Lifetime_years,Expected_Lifetime_months,Expected_Deorbit_Date,Sat_Count_entity,Entity_First_Launch,UCS_entry_year
"Japan Satellite Systems, Inc.",Commercial,Space Systems Loral,N-Star B,Communications,1996-02-05,Ariane 4P,Guiana Space Center,1996-007A,23781,"GEO, 136.06° E",10,120,2006-02-05,7,1995-08-29,2006-03-17
"Japan Satellite Systems, Inc./Space Communication Corp.",Commercial,Lockheed Martin Commercial Space Systems,"JCSAT 110 (N-Sat-110, Superbird-D, Superbird-5, N-Sat-110)",Communications,2000-10-07,Ariane 44L,Guiana Space Center,2000-060A,26559,"GEO, 110.05° E",15,180,2015-10-07,1,2000-10-07,2006-03-17
Japanese Ministry of Transport/Japan Meteorological Agency,Government,Space Systems/Loral,MTSAT-1R (Himawari 6),Meteorology/Navigation,2005-02-26,H-2A,Tanegashima Space Center,2005-006A,28623,"GEO, 140° E",5,60,2010-02-26,1,2005-02-26,2006-03-17
Jet Propulsion Laboratory (NASA)/California Institute of Technology,Government/Civil,Ball Aerospace,QuikScat (QUIcKSCATterometer),Earth Science,1999-06-19,Titan 2,Vandenberg AFB,1999-034A,25789,"LEO, Sun-sync.",3,36,2002-06-19,1,1999-06-19,2006-03-17
Johns Hopkins University/NASA,Government/Civil,Johns Hopkins University Applied Physics Laboratory,FUSE (Far Ultraviolet Spectroscopic Explorer),Astrophysics,1999-06-24,Delta 2,Cape Canaveral,1999-035A,25791,LEO/I,3,36,2002-06-24,1,1999-06-24,2006-03-17
Korea Aerospace Research Institute (KARI),Government/Commercial,TRW Space and Electronics,Kompsat-1 (Arirang-1),Earth Observation/Technology Development,1999-12-21,Taurus,Vandenberg AFB,1999-070A,26032,"LEO, Sun-sync.",,,,1,1999-12-21,2006-03-17
KT Corporation,Commercial,Lockheed Martin Astro Space,Koreasat 2 (Mugunghwa 2),Communications,1996-01-14,Delta II,Cape Canaveral,1996-003A,23768,"GEO, 112.97° E",10,120,2006-01-14,2,1996-01-14,2006-03-17
KT Corporation,Commercial,Lockheed Martin Astro Space,Koreasat 3 (Mugungwha 3),Communications,1999-09-04,Ariane,Guiana Space Center,1999-046A,25894,"GEO, 116.03° E",15,180,2014-09-04,2,1996-01-14,2006-03-17
La Sapienza University of Rome,Civil,La Sapienza University of Rome,Unisat-3 (University Satellite 3),Scientific Research,2004-06-29,Dnepr 1,Baikonur Cosmodrome,2004-025H,28373,"LEO, Sun-sync.",,,,1,2004-06-29,2006-03-17
Leased to APT Satellite Holdings Ltd./Loral Skynet,Commercial,Space Systems Loral,Apstar 2R (Telstar 10),Communications,1997-10-17,Long March 3B,Xichang Satellite Launch Center,1997-062A,25010,"GEO, 76.48° E",15,180,2012-10-17,1,1997-10-17,2006-03-17
Lockheed Martin Intersputnik,Commercial,Lockheed Martin,LMI-1 (Lockheed Martin-Intersputnik-1),Communications,1999-09-26,Proton,Baikonur Cosmodrome,1999-053A,25924,"GEO,  74.96° E",15,180,2014-09-26,1,1999-09-26,2006-03-17
Loral Skynet do Brasil (Loral Skynet),Commercial,Space Systems Loral,Estrela do Sul 1 (Telstar 14),Communications,2004-01-11,Zenit-3SL,Sea Launch (Odyssey),2004-001A,28137,"GEO, 59.36° W",,,,1,2004-01-11,2006-03-17
Loral Skynet Satellite Services (Loral Global Alliance),Commercial,Matra Marconi (Astrium),Telstar 11 (Orion 1),Communications,1994-11-29,Atlas 2A,Cape Canaveral,1994-079A,23413,"GEO, 37.54° W",12,144,2006-11-29,2,1994-11-29,2006-03-17
Loral Skynet Satellite Services (Loral Global Alliance),Commercial,Space Systems Loral,Telstar 18 (Apstar 5),Communications,2004-06-29,Zenit-3SL,Sea Launch (Odyssey),2004-024A,28364,"GEO, 138° E",13,156,2017-06-29,2,1994-11-29,2006-03-17
Los Alamos National Labs/DOE,Government,Los Alamos National Lab/Sandia National Lab,FORTÉ (Fast On-orbit Recording of Transient Events),Earth Observation,1997-08-29,Pegasus-XL,Vandenberg AFB,1997-047A,24920,LEO/I,3,36,2000-08-29,1,1997-08-29,2006-03-17
Mabuhay Philippines Satellite Corp.,Commercial,Space Systems Loral,Agila 2 (Mabuhay 1),Communications,1997-08-19,Long March CZ-3B,Xichang Satellite Launch Center,1997-042A,24901,"GEO, 146.03° E",15,180,2012-08-19,1,1997-08-19,2006-03-17
Military Space Forces (VKS),Government,NPO PM,Gonets D1 M1,Communications,2005-12-21,Kosmos-3M,Plesetsk Cosmodrome,2005-048A,28908,LEO/I,5,60,2010-12-21,8,1998-07-01,2006-03-17
Military Space Forces (VKS),Military/Commercial,Applied Mechanics (NPO),Molniya 3-49,Communications,1998-07-01,Molniya-M,Plesetsk Cosmodrome,1998-040A,25379,"Elliptical, Molniya",4,48,2002-07-01,8,1998-07-01,2006-03-17
Military Space Forces (VKS),Military/Commercial,Applied Mechanics (NPO),Molniya 3-50,Communications,1999-07-08,Molniya-M,Plesetsk Cosmodrome,1999-036A,25847,"Elliptical, Molniya",4,48,2003-07-08,8,1998-07-01,2006-03-17
Military Space Forces (VKS),Military/Commercial,Applied Mechanics (NPO),Molniya 3-51,Communications,2001-07-20,Molniya-M,Plesetsk Cosmodrome,2001-030A,26867,"Elliptical, Molniya",4,48,2005-07-20,8,1998-07-01,2006-03-17
Military Space Forces (VKS),Military/Commercial,Applied Mechanics (NPO),Molniya 3-52,Communications,2001-10-25,Molniya-M,Plesetsk Cosmodrome,2001-050A,26970,"Elliptical, Molniya",4,48,2005-10-25,8,1998-07-01,2006-03-17
Military Space Forces (VKS),Military/Commercial,Applied Mechanics (NPO),Molniya 3-53,Communications,2003-06-19,Molniya-M,Plesetsk Cosmodrome,2003-029A,27834,"Elliptical, Molniya",4,48,2007-06-19,8,1998-07-01,2006-03-17
Military Space Forces (VKS),Military/Commercial,Applied Mechanics (NPO),Molniya-1T (Molniya 1-91),Communications,1998-09-28,Molniya-M,Plesetsk Cosmodrome,1998-054A,25485,"Elliptical, Molniya",4,48,2002-09-28,8,1998-07-01,2006-03-17
Military Space Forces (VKS),Military/Commercial,Applied Mechanics (NPO),Molniya-1T (Molniya 1-92),Communications,2003-04-02,Molniya-M,Plesetsk Cosmodrome,2003-011A,27707,"Elliptical, Molniya",4,48,2007-04-02,8,1998-07-01,2006-03-17
Ministry of Defence,Military,Astrium,Skynet 4C,Communications,1990-08-30,Ariane 44LP,Guiana Space Center,1990-079A,20776,GEO 1.11° W,7,84,1997-08-30,4,1990-08-30,2006-03-17
Ministry of Defence,Military,Astrium,Skynet 4D,Communications,1998-01-10,Delta 2,Cape Canaveral,1998-002A,25134,GEO 39.07° E,7,84,2005-01-10,4,1990-08-30,2006-03-17
Ministry of Defence,Military,Astrium,Skynet 4E,Communications,1999-02-26,Ariane 44L,Guiana Space Center,1999-009B,25639,"GEO, 53.00° E",7,84,2006-02-26,4,1990-08-30,2006-03-17
Ministry of Defence,Military,Astrium,Skynet 4F,Communications,2001-02-07,Ariane 44L,Guiana Space Center,2001-005B,26695,"GEO, 5.95° E",7,84,2008-02-07,4,1990-08-30,2006-03-17
Ministry of Defence/British National Space Centre,Government,QinetiQ/Surrey Satellite Technology Ltd.,Topsat,Technology Development/Earth Observation,2005-10-27,Cosmos 3M,Plesetsk Cosmodrome,2005-043B,28891,"LEO, Sun-sync.",,,,1,2005-10-27,2006-03-17
Ministry of Defense,Military,KB Arsenal,"EORSAT (Kosmos 2405, US-PU)",Naval reconnaissance/Targeting,2004-05-28,Tsiklon-2,Baikonur Cosmodrome,2004-020A,28350,LEO/I,1.5,18,2005-11-28,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,"Glonass 712 (Uragan M, Cosmos 2411)",Navigation/Global Positioning,2004-12-26,Proton-K,Baikonur Cosmodrome,2004-053A,28508,MEO,7,84,2011-12-26,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 713 (Cosmos 2418),Navigation/Global Positioning,2005-12-25,Proton-K,Baikonur Cosmodrome,2005-050B,28916,MEO,7,84,2012-12-25,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 714 (Cosmos 2419),Navigation/Global Positioning,2005-12-25,Proton-K,Baikonur Cosmodrome,2005-050A,28915,MEO,7,84,2012-12-25,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 783 (Cosmos 2374),Navigation/Global Positioning,2000-10-13,Proton-K,Baikonur Cosmodrome,2000-063A,26564,MEO,7,84,2007-10-13,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 787 (Cosmos 2375),Navigation/Global Positioning,2000-10-13,Proton-K,Baikonur Cosmodrome,2000-063B,26565,MEO,7,84,2007-10-13,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 789 (Cosmos 2381),Navigation/Global Positioning,2001-12-01,Proton-K,Baikonur Cosmodrome,2001-053B,26988,MEO,7,84,2008-12-01,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 791 (Cosmos 2394),Navigation/Global Positioning,2002-12-25,Proton-K,Baikonur Cosmodrome,2002-060A,27617,MEO,7,84,2009-12-25,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 792 (Cosmos 2395),Navigation/Global Positioning,2002-12-25,Proton-K,Baikonur Cosmodrome,2002-060B,27618,MEO,7,84,2009-12-25,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 793 (Cosmos 2396),Navigation/Global Positioning,2002-12-25,Proton-K,Baikonur Cosmodrome,2002-060C,27619,MEO,7,84,2009-12-25,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 794 (Cosmos 2402),Navigation/Global Positioning,2003-12-10,Proton-K,Baikonur Cosmodrome,2003-056A,28112,MEO,7,84,2010-12-10,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 795 (Cosmos 2403),Navigation/Global Positioning,2003-12-10,Proton-K,Baikonur Cosmodrome,2003-056B,28113,MEO,7,84,2010-12-10,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 796 (Cosmos 2413),Navigation/Global Positioning,2004-12-26,Proton-K,Baikonur Cosmodrome,2004-053C,28510,MEO,7,84,2011-12-26,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 797 (Cosmos 2412),Navigation/Global Positioning,2004-12-26,Proton-K,Baikonur Cosmodrome,2004-053B,28509,MEO,7,84,2011-12-26,50,1998-06-16,2006-03-17
Ministry of Defense,Military/Commercial,NPO-PM,Glonass 798 (Cosmos 2417),Navigation/Global Positioning,2005-12-25,Proton-K,Baikonur Cosmodrome,2005-050C,28917,MEO,7,84,2012-12-25,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Lavochkin,"Molniya-1T (Molniya 1-93, Cosmos-2405)",Communications,2004-02-18,Molniya-M,Plesetsk Cosmodrome,2004-005A,28163,"Elliptical, Molniya",4,48,2008-02-18,50,1998-06-16,2006-03-17
Ministry of Defense,Military,"Israel Aircraft Industries (IAI), Missiles and Space Group",Ofeq 5,Remote Sensing/Reconnaissance,2002-05-28,Shavit,Palmachim Launch Complex Launch Complex,2002-025A,27434,LEO/R,4,48,2006-05-28,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Lavochkin,Oko 85 (Cosmos-2388),Early Warning,2002-04-01,Molniya-M,Plesetsk Cosmodrome,2002-017A,27409,"Elliptical, Molniya",,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Lavochkin,Oko 86 (Cosmos-2393),Early Warning,2002-12-24,Molniya-M,Plesetsk Cosmodrome,2002-059A,27613,"Elliptical, Molniya",,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO-PM,Parus 93 (Cosmos 2389),Navigation,2002-05-28,Cosmos-3M,Plesetsk Cosmodrome,2002-026A,27436,LEO/I,5,60,2007-05-28,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO-PM,Parus 94 (Cosmos 2398),Navigation,2003-06-04,Cosmos-3M,Plesetsk Cosmodrome,2003-023A,27818,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO-PM,Parus-90 (Cosmos 2361),Navigation,1998-12-24,Cosmos-C,Plesetsk Cosmodrome,1998-076A,25590,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO-PM,Parus-91 (Cosmos 2366),Navigation,1999-08-26,Cosmos-C,Plesetsk Cosmodrome,1999-045A,25892,LEO/I,5,60,2004-08-26,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO-PM,Parus-92 (Cosmos 2378),Navigation,2001-06-08,Cosmos-C,Plesetsk Cosmodrome,2001-023A,26818,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO-PM,Parus-95 (Cosmos 2407),Navigation,2004-07-22,Kosmos-3M,Plesetsk Cosmodrome,2004-028A,28380,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO-PM,Parus-96 (Cosmos 2414),Navigation,2005-01-20,Kosmos-3M,Plesetsk Cosmodrome,2005-002A,28521,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Applied Mechanics (NPO),"Potok 11/Geizer (Cosmos-2371, Geizer 22L)",Communications,2000-07-04,Proton K,Baikonur Cosmodrome,2000-036A,26394,"GEO, 79.75° E",5,60,2005-07-04,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Lavochkin,Prognoz-13 (Cosmos-2379),Early Warning,2001-08-24,Proton-K,Baikonur Cosmodrome,2001-037A,26892,"GEO, 23.95° W",,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Applied Mechanics (NPO),"Raduga 1-4 (Globus, Globus 15)",Communications,1999-02-28,Proton K,Baikonur Cosmodrome,1999-010A,25642,"GEO, 34.71° E",5,60,2004-02-28,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Applied Mechanics (NPO),"Raduga 1-5 (Globus-1, Globus 16-L, Cosmos-2372)",Communications,2000-08-27,Proton K,Baikonur Cosmodrome,2000-049A,26477,"GEO, 44.88° E",5,60,2005-08-27,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Applied Mechanics (NPO),Raduga 1-6 (Globus),Communications,2001-10-06,Proton K,Baikonur Cosmodrome,2001-045A,26936,"GEO, 69.65° E",,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Applied Mechanics (NPO),"Raduga 1-7 (Cosmos 2406, Globus 17-L)",Communications,2004-03-27,Proton-K,Baikonur Cosmodrome,2004-010A,28194,"GEO, 84.8° E",5,60,2009-03-27,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO-PM,Rodnik (Cosmos 2416),Communications,2005-12-21,Kosmos-3M,Plesetsk Cosmodrome,2005-048B,28909,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2352),Communications,1998-06-16,Tsyklon 3,Plesetsk Cosmodrome,1998-036A,25363,LEO/I,3,36,2001-06-16,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2353),Communications,1998-06-16,Tsyklon 3,Plesetsk Cosmodrome,1998-036B,25364,LEO/I,3,36,2001-06-16,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2354),Communications,1998-06-16,Tsyklon 3,Plesetsk Cosmodrome,1998-036C,25365,LEO/I,3,36,2001-06-16,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2355),Communications,1998-06-16,Tsyklon 3,Plesetsk Cosmodrome,1998-036D,25366,LEO/I,3,36,2001-06-16,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2356),Communications,1998-06-16,Tsyklon 3,Plesetsk Cosmodrome,1998-036E,25367,LEO/I,3,36,2001-06-16,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2357),Communications,1998-06-16,Tsyklon 3,Plesetsk Cosmodrome,1998-036F,25368,LEO/I,3,36,2001-06-16,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2384),Communications,2001-12-27,Tsyklon 3,Plesetsk Cosmodrome,2001-058A,27055,LEO/I,3,36,2004-12-27,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2385),Communications,2001-12-27,Tsyklon 3,Plesetsk Cosmodrome,2001-058B,27056,LEO/I,3,36,2004-12-27,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2386),Communications,2001-12-27,Tsyklon 3,Plesetsk Cosmodrome,2001-058C,27057,LEO/I,3,36,2004-12-27,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2390),Communications,2002-07-08,Cosmos-3M,Plesetsk Cosmodrome,2002-036A,27464,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2391),Communications,2002-07-08,Cosmos-3M,Plesetsk Cosmodrome,2002-036B,27465,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2400),Communications,2003-08-19,Cosmos-3M,Plesetsk Cosmodrome,2003-037A,27868,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2401),Communications,2003-08-19,Cosmos-3M,Plesetsk Cosmodrome,2003-037B,27869,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2408),Communications,2004-09-23,Cosmos-3M,Plesetsk Cosmodrome,2004-037A,28419,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Strela 3 (Cosmos-2409),Communications,2004-09-23,Cosmos-3M,Plesetsk Cosmodrome,2004-037B,28420,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,NPO Yuzhmash,"Tselina-2 (11F644, Cosmos-2406)",Electronic Intelligence,2004-06-10,Zenith-2,Baikonur Cosmodrome,2004-021A,28352,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense,Military,Ministry of Machine-Building (OKB-586),Tselina-2 (Cosmos 2369),Electronic surveillance,2000-02-03,Tsikon-3,Baikonur Cosmodrome,2000-006A,26069,LEO/I,,,,50,1998-06-16,2006-03-17
Ministry of Defense/XTAR,Military/Government,Space Systems Loral,XTAR-EUR,Communications,2005-02-12,Ariane 5-ECA,Guiana Space Center,2005-005A,28542,"GEO, 29° E",15,180,2020-02-12,1,2005-02-12,2006-03-17
Ministry of Education,Government,Indian Space Research Organization (ISRO),Edusat (GSAT-3),Communications,2004-09-20,GSLV (F04),Satish Dhawan Space Centre,2004-036A,28417,"GEO, 74° E",7,84,2011-09-20,1,2004-09-20,2006-03-17
Ministry of Information Technology and Telecommunications,Government/Commercial,Boeing Satellite Systems,"Paksat-1 (Palapa C1, Anatolia 1)",Communications,1996-01-31,Atlas 2AS,Cape Canaveral,1996-006A,23779,"GEO, 37.99° E",15,180,2011-01-31,1,1996-01-31,2006-03-17
"Mission and Science Operations Center, UC Berkeley/NASA",Civil/Government,"University of California, Berkeley",FAST (Fast Auroral SnapshoT),Astrophysics,1996-08-21,Pegasus,Vandenberg AFB,1996-049A,24285,Elliptical,1,12,1997-08-21,1,1996-08-21,2006-03-17
Mobile Broadcasting Corporation (MBCO)/SK Telecom,Commercial,Space Systems Loral,MBSat (Mobile Broadcasting Satellite),Communications,2004-03-13,Atlas 3,Cape Canaveral,2004-007A,28184,"GEO, 144° E",12,144,2016-03-13,1,2004-03-13,2006-03-17
Mobile Satellite Ventures,Commercial,Spar Aerospace,MSAT 1,Communications,1996-04-20,Ariane 42P,Guiana Space Center,1996-022A,23846,"GEO, 106.58° W",12,144,2008-04-20,2,1995-04-07,2006-03-17
Mobile Satellite Ventures,Commercial,Hughes Communications Inc.,"MSAT 2 (AMSC-1, ACTel-1)",Communications,1995-04-07,Atlas 2A,Cape Canaveral,1995-019A,23553,"GEO, 100.95° W",10,120,2005-04-07,2,1995-04-07,2006-03-17
Morsviazsputnik,Government,AKO Polyot,Nadezhda 1 (COSPAS-4),Navigation,1989-07-04,Cosmos-C,Plesetsk Cosmodrome,1989-050A,20103,LEO/I,,,,2,1989-07-04,2006-03-17
Morsviazsputnik,Government,AKO Polyot,Nadezhda 6 (COSPAS-9),Navigation,2000-06-28,Cosmos-3M,Plesetsk Cosmodrome,2000-033A,26384,"LEO, Sun-sync.",,,,2,1989-07-04,2006-03-17
Mozhaisky Space Engineering Academy,Civil,Mozhaiskiy Space Engineering Academy,Mozhayets 4 (RS-22),Technology Development,2003-09-27,Kosmos-3M,Plesetsk Cosmodrome,2003-042D,27942,"LEO, Sun-sync.",,,,1,2003-09-27,2006-03-17
Nahuelsat S.A.,Commercial,Aerospatiale,Nahuel 1 (Nahuel 1A),Communications,1997-01-30,Ariane 44L,Guiana Space Center,1997-002B,24714,"GEO, 71.84° W",,,,1,1997-01-30,2006-03-17
NASA - Earth Science Enterprise/Japan Meteorological Agency/Brazilian Space Agency,Government,NASA/Jet Propulsion Laboratory/Japan Aerospace Exploration Agency/Equatorial Systems (Brazil),"EOS-PM Aqua (Advanced Microwave Scanning Radiometer for EOS, EOS PM-1)",Earth Observation,2002-05-04,Delta,Vandenberg AFB,2002-022A,27424,"LEO, Sun-sync.",6,72,2008-05-04,1,2002-05-04,2006-03-17
NASA Earth Science Office,Government,Swales Aerospace,EO-1 (Earth Observing 1),Earth Observation/Research,2000-11-21,Delta-2,Vandenberg AFB,2000-075A,26619,"LEO, Sun-sync.",1,12,2001-11-21,1,2000-11-21,2006-03-17
"NASA Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado",Government/Civil,Orbital Sciences Corp.,SORCE (SOlar Radiation and Climate Experiment),Astrophysics,2003-01-25,Pegasus XL,Cape Canaveral,2003-004A,27647,LEO/I,6,72,2009-01-25,1,2003-01-25,2006-03-17
NASA Goddard Space Flight Center,Government,TRW Space and Electronics,Chandra X-Ray Observatory (CXO),Astrophysics,1999-07-23,Space Shuttle (STS 93),Cape Canaveral,1999-040B,25867,Elliptical/DHEO,5,60,2004-07-23,1,1999-07-23,2006-03-17
"NASA Goddard Space Flight Center, Jet Propulsion Laboratory",Government,Orbital Sciences Corp.,AcrimSat (Active Cavity Radiometer Irradiance Monitor),Solar Physics,1999-12-21,Taurus,Vandenberg AFB,1999-070B,26033,"LEO, Sun-sync",5,60,2004-12-21,1,1999-12-21,2006-03-17
"NASA/Applied Physics Laboratory, Johns Hopkins",Government/Civil,"Applied Physics Laboratory, Johns Hopkins",TIMED (Thermosphere • Ionosphere • Mesosphere • Energetics and Dynamics),Astrophysics,2001-12-07,Delta 2,Vandenberg AFB,2001-055B,26998,LEO/I,2,24,2003-12-07,1,2001-12-07,2006-03-17
NASA/Centre National d'Etudes Spatiales (CNES),Government,Astrium,Jason 1,Earth Science,2001-12-07,Delta 2,Vandenberg AFB,2001-055A,26997,LEO/I,5,60,2006-12-07,1,2001-12-07,2006-03-17
NASA/Goddard Space Flight Center,Government,Lockheed Martin Missiles and Space,IMAGE (Imager for Magetopause-to-Aurora Global Exploration),Space Physics,2000-03-25,Delta 2,Vandenberg AFB,2000-017A,26113,Elliptical,,,,1,2000-03-25,2006-03-17
NASA/International,Government,Boeing Satellite Systems (prime)/International,International Space Station (ISS [first element Zarya]),Science,1998-11-20,Proton,Baikonur Cosmodrome,1998-067A,25544,LEO/I,,,,1,1998-11-20,2006-03-17
NASA/SES Americom (SES Global),Government/Commercial,TRW Defense and Space Systems Group,"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",Communications,1993-01-13,Shuttle (STS 54),Cape Canaveral,1993-003B,22314,"GEO, 47.04° W",10,120,2003-01-13,1,1993-01-13,2006-03-17
"NASA/Space Sciences Laboratory, UC Berkeley",Civil/Government,"SpaceDev, Inc.",CHIPSat (Cosmic Hot Interstellar Plasma Spectrometer [CHIPS]),Space Science,2003-01-12,Delta 2,Vandenberg AFB,2003-002B,27643,LEO/P,1,12,2004-01-12,1,2003-01-12,2006-03-17
NASA/US Geological Survey,Government,GE Astro Space,Landsat 5,Earth Science,1984-03-01,Delta,Vandenberg AFB,1984-021A,14780,"LEO, Sun-sync.",3,36,1987-03-01,2,1984-03-01,2006-03-17
NASA/US Geological Survey,Government,Lockheed Martin Missiles and Space,Landsat 7,Earth Science,1999-04-15,Delta II,Vandenberg AFB,1999-020A,25683,"LEO, Sun-sync.",15,180,2014-04-15,2,1984-03-01,2006-03-17
National Aeronautics and Space Administration (NASA),Government,Lockheed Martin Astrospace,Polar (International Solar-Terrestrial Program),Astrophysics,1996-02-24,Delta 2,Vandenberg AFB,1996-013A,23802,Elliptical,3,36,1999-02-24,9,1988-09-29,2006-03-17
National Aeronautics and Space Administration (NASA),Government,Boeing Satellite Systems,"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",Communications,2002-12-04,Atlas 2A,Cape Canaveral,2002-055A,27566,"GEO, 149.64° W",11,132,2013-12-04,9,1988-09-29,2006-03-17
National Aeronautics and Space Administration (NASA),Government,TRW Defense and Space Systems Group,"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C)",Communications,1988-09-29,STS-26 (Discovery),Cape Canaveral,1988-091B,19548,"GEO, 84.54° E",10,120,1998-09-29,9,1988-09-29,2006-03-17
National Aeronautics and Space Administration (NASA),Government,TRW Defense and Space Systems Group,"TDRS-4 (Tracking and Data Relay Satellite, TDRS-D)",Communications,1989-03-13,STS-43 (Atlantis),Cape Canaveral,1989-021B,19883,"GEO, 41.03° W",10,120,1999-03-13,9,1988-09-29,2006-03-17
National Aeronautics and Space Administration (NASA),Government,TRW Defense and Space Systems Group,"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",Communications,1995-07-13,Shuttle (STS 70),Cape Canaveral,1995-035B,23613,"GEO, 150.12° W",10,120,2005-07-13,9,1988-09-29,2006-03-17
National Aeronautics and Space Administration (NASA),Government,Boeing Satellite Systems,"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",Communications,2000-06-30,Atlas 2A,Cape Canaveral,2000-034A,26388,"GEO, 171.38° W",11,132,2011-06-30,9,1988-09-29,2006-03-17
National Aeronautics and Space Administration (NASA),Government,Boeing Satellite Systems,"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",Communications,2002-03-08,Atlas 2A,Cape Canaveral,2002-011A,27389,"GEO, 170.00° W",11,132,2013-03-08,9,1988-09-29,2006-03-17
