Entity_Name,Entity_Type,Contractor,SATNAME,Purpose,Date_of_First_Launch,Launch_vehicle,Launch_site,COSPAR_number,NORAD_number,Class_of_Orbit,Expected_Lifetime_years,Expected_Lifetime_months,Expected_Deorbit_Date,Sat_Count_entity,Entity_First_Launch,UCS_entry_year
Air Force,Military,TRW and Aerojet Electronics Systems,DSP 20 (USA 149) (Defense Support Program),Early Warning,2000-05-18,Titan IVB,Cape Canaveral,2000-024A,26356,"GEO, 7.67° E",,,,6,1991-11-24,2006-03-17
Air Force,Military,TRW and Aerojet Electronics Systems,DSP 21 (USA 159) (Defense Support Program),Early Warning,2001-08-06,Titan 4B,Cape Canaveral,2001-033A,26880,GEO,,,,6,1991-11-24,2006-03-17
Air Force,Military,Northrup Grumman (formerly TRW),DSP 22 (USA 176) (Defense Support Program),Early Warning,2004-02-14,Titan 4B,Cape Canaveral,2004-004A,28158,GEO,,,,6,1991-11-24,2006-03-17
Air Force,Military,TRW and Aerojet Electronics Systems,"DSP F16 (DSP 16, USA 72) (Defense Support Program)",Early Warning,1991-11-24,Shuttle (STS 44),Cape Canaveral,1991-080B,21805,"GEO, 40.28° W",,,,6,1991-11-24,2006-03-17
Air Force,Military,TRW and Aerojet Electronics Systems,"DSP F17 (DSP 17, USA 107) (Defense Support Program)",Early Warning,1994-12-22,Titan IVA,Cape Canaveral,1994-084A,23435,"GEO, 146.15° W",,,,6,1991-11-24,2006-03-17
Air Force,Military,TRW and Aerojet Electronics Systems,DSP F18 (USA 130) (Defense Support Program),Early Warning,1997-02-23,Titan IVB,Cape Canaveral,1997-008A,24737,GEO,,,,6,1991-11-24,2006-03-17
Air Force Space and Missile Systems Center,Military,General Electric Astro Space,"DMSP 5D-2 F12 (Defense Meteorological Satellites Program, USA 106)",Earth Science/Meteorology,1994-08-29,Atlas E,Vandenberg AFB,1994-057A,23233,"LEO, Sun-sync.",5,60,1999-08-29,5,1994-08-29,2006-03-17
Air Force Space and Missile Systems Center,Military,General Electric Astro Space,"DMSP 5D-2 F13 (Defense Meteorological Satellites Program, USA 109)",Earth Science/Meteorology,1995-03-24,Atlas E,Vandenberg AFB,1995-015A,23533,"LEO, Sun-sync.",5,60,2000-03-24,5,1994-08-29,2006-03-17
Air Force Space and Missile Systems Center,Military,Lockheed Martin Missiles and Space,"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)",Earth Science/Meteorology,1997-04-04,Titan 2,Vandenberg AFB,1997-012A,24753,"LEO, Sun-sync.",5,60,2002-04-04,5,1994-08-29,2006-03-17
Air Force Space and Missile Systems Center,Military,Lockheed Martin Missiles and Space,"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)",Earth Science/Meteorology,1999-12-12,Titan 2,Vandenberg AFB,1999-067A,25991,"LEO, Sun-sync.",5,60,2004-12-12,5,1994-08-29,2006-03-17
Air Force Space and Missile Systems Center,Military,Lockheed Martin Missiles and Space,"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)",Earth Science/Meteorology,2003-10-18,Titan 2,Vandenberg AFB,2003-048A,28054,"LEO, Sun-sync.",5,60,2008-10-18,5,1994-08-29,2006-03-17
Amsat-NA,Civil,Amsat-NA/SpaceQuest,"Amsat-Echo (Oscar 51, AO-51)",Amateur Radio,2004-06-29,Dnepr 1,Baikonur Cosmodrome,2004-025K,28375,"LEO, Sun-sync.",,,,2,1974-11-15,2006-03-17
Amsat-NA,Civil,Amsat-NA,Amsat-Oscar 7 (AO-7),Amateur Radio,1974-11-15,Delta 2310,Vandenberg AFB,1974-089B,7530,"LEO, Sun-sync.",,,,2,1974-11-15,2006-03-17
Aprize Satellites Argentina,Commercial,SpaceQuest,LatinSat A,Communications,2002-12-20,Dnepr LV,Baikonur Cosmodrome,2002-058H,27612,LEO/I,,,,4,2002-12-20,2006-03-17
Aprize Satellites Argentina,Commercial,SpaceQuest,LatinSat B,Communications,2002-12-20,Dnepr LV,Baikonur Cosmodrome,2002-058B,27606,LEO/I,,,,4,2002-12-20,2006-03-17
Aprize Satellites Argentina,Commercial,Aprize Satellite,Latinsat-C,Communications (experimental),2004-06-29,Dnepr 1,Baikonur Cosmodrome,2004-025G,28372,"LEO, Sun-sync.",,,,4,2002-12-20,2006-03-17
Aprize Satellites Argentina,Commercial,Aprize Satellite,Latinsat-D,Communications (experimental),2004-06-29,Dnepr 1,Baikonur Cosmodrome,2004-025A,28366,"LEO, Sun-sync.",,,,4,2002-12-20,2006-03-17
APT Satellite Holdings Ltd.,Commercial,Hughes Space and Communications Group,Apstar 1,Communications,1994-07-21,Long March,Xichang Satellite Launch Center,1994-043A,23185,"GEO, 134° E",9,108,2003-07-21,3,1994-07-21,2006-03-17
APT Satellite Holdings Ltd.,Commercial,Boeing Satellite Systems,Apstar 1A (Apstar 3),Communications,1996-07-03,Long March CZ-3,Xichang Satellite Launch Center,1996-039A,23943,"GEO, 134.05° E",12,144,2008-07-03,3,1994-07-21,2006-03-17
APT Satellite Holdings Ltd.,Commercial,Alcatel Space Industries,Apstar 6,Communications,2005-04-12,Long March 3B,Xichang Satellite Launch Center,2005-012A,28638,"GEO, 134° E",,,,3,1994-07-21,2006-03-17
Arab Satellite Communications Org. (ASCO),Government,Alcatel Space Industries,Arabsat 2B (Arabsat IIB),Communications,1996-11-13,Ariane 44L,Guiana Space Center,1996-063A,24652,"GEO, 30.48° E",14,168,2010-11-13,4,1996-11-13,2006-03-17
Arab Satellite Communications Org. (ASCO),Government,Hughes Space and Communications Group,"Arabsat 2C (Panamsat-5, PAS-5)",Communications,1997-08-28,Proton K,Baikonur Cosmodrome,1997-046A,24916,"GEO, 26.11° E",15,180,2012-08-28,4,1996-11-13,2006-03-17
Arab Satellite Communications Org. (ASCO),Commercial,Matra Marconi Space (Astrium),"Arabsat 2D (Eurobird 2, Hot Bird 5)",Communications,1998-09-10,Atlas 2A,Cape Canaveral,1998-057A,25495,"GEO,  25.80° E",12,144,2010-09-10,4,1996-11-13,2006-03-17
Arab Satellite Communications Org. (ASCO),Government,Aerospatiale Matra SA,Arabsat 3A,Communications,1999-02-26,Ariane 44L,Guiana Space Center,1999-009A,25638,"GEO, 25.93° E",15,180,2014-02-26,4,1996-11-13,2006-03-17
Asia Cellular Satellite,Commercial,Lockheed Martin Missiles and Space,Garuda-1 (Aces 1),Communications,2000-02-12,Proton,Baikonur Cosmodrome,2000-011A,26089,"GEO, 107.63° E",12,144,2012-02-12,1,2000-02-12,2006-03-17
Asia Satellite Telecommunications Co. Ltd. (SES Global),Commercial,Lockheed Martin Astro Space,AsiaSat 2,Communications,1995-11-28,Long March CZ-2E,Xichang Satellite Launch Center,1995-064A,23723,"GEO, 100.52° E",13,156,2008-11-28,3,1995-11-28,2006-03-17
Asia Satellite Telecommunications Co. Ltd. (SES Global),Commercial,Boeing Satellite Systems,AsiaSat 3S (Asiasat 3SA),Communications,1999-03-21,Proton-K,Baikonur Cosmodrome,1999-013A,25657,"GEO, 105.51° E",15,180,2014-03-21,3,1995-11-28,2006-03-17
Asia Satellite Telecommunications Co. Ltd. (SES Global),Commercial,Boeing Satellite Systems,AsiaSat 4,Communications,2003-04-12,Atlas 3B,Cape Canaveral,2003-014A,27718,"GEO, 121.99° E",15,180,2018-04-12,3,1995-11-28,2006-03-17
Astronautic Technology Sdn Bhd,Government,"Astronautic Technology Sdn Bhd/Surrey Satellite Technology, Ltd.","Tiungsat-1 (Malaysian Oscar 46, MO-46)",Remote Sensing/Amateur Radio,2000-09-26,Dnepr,Baikonur Cosmodrome,2000-057A,26545,LEO/I,1,12,2001-09-26,1,2000-09-26,2006-03-17
Astronomical Institute of Czech Academy of Sciences,Civil,Space Devies,MIMOSA (MIcroMeasurements Of Satellite Accelerations),Research,2003-06-30,Rokot,Plesetsk Cosmodrome,2003-031B,27841,"LEO, Sun-sync.",,,,1,2003-06-30,2006-03-17
Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Civil,Tsinghua University/University of Surrey,"Beijing-1 (Tsinghau-2, China DMC+4)",Earth Observation,2005-10-27,Cosmos 3M,Plesetsk Cosmodrome,2005-043A,28890,"LEO, Sun-sync.",7,84,2012-10-27,1,2005-10-27,2006-03-17
Bilten Satellite Technologies Group,Government/Civil,Bilten Satellite Technologies Group,Bilsat-1,Earth Observation,2003-09-27,Kosmos 3M,Plesetsk Cosmodrome,2003-042E,27945,"LEO, Sun-sync.",,,,1,2003-09-27,2006-03-17
Binariang Satellite Systems,Commercial,Boeing Satellite Systems,Measat 1 (Malaysia East Asia Sat 1),Communications,1996-01-13,Ariane 44L,Guiana Space Center,1996-002B,23765,"GEO, 91.47° E",12.2,146,2008-03-13,2,1996-01-13,2006-03-17
Binariang Satellite Systems,Commercial,Boeing Satellite Systems,Measat 2 (Malaysia East Asia Sat 2),Communications,1996-11-14,Ariane 44L,Guiana Space Center,1996-063B,24653,"GEO, 148.00° E",11.5,138,2008-05-14,2,1996-01-13,2006-03-17
Broadcasting Satellite System Corp.,Commercial,Boeing Satellite Systems,BSAT-1A,Communications,1997-04-16,Ariane 44LP,Guiana Space Center,1997-016B,24769,"GEO, 109.61° E",10,120,2007-04-16,4,1997-04-16,2006-03-17
Broadcasting Satellite System Corp.,Commercial,Boeing Satellite Systems,BSAT-1B,Communications,1998-04-28,Ariane 44P,Guiana Space Center,1998-024B,25312,"GEO, 109.77° E",10,120,2008-04-28,4,1997-04-16,2006-03-17
Broadcasting Satellite System Corp.,Commercial,Orbital Sciences Corp.,BSAT-2A,Communications,2001-03-08,Ariane 5G,Guiana Space Center,2001-011B,26720,"GEO, 109.89° E",10,120,2011-03-08,4,1997-04-16,2006-03-17
Broadcasting Satellite System Corp.,Commercial,Orbital Sciences Corp.,BSAT-2C,Communications,2003-06-11,Ariane 5G,Guiana Space Center,2003-028A,27830,"GEO, 109.80° E",10,120,2013-06-11,4,1997-04-16,2006-03-17
Cablevision Systems Corporation (CSC),Commercial,Lockheed Martin Commercial Space Systems,Rainbow-1,Communications,2003-07-17,Atlas 5,Cape Canaveral,2003-033A,27852,"GEO, 61.62° W",18,216,2021-07-17,1,2003-07-17,2006-03-17
California Institute of Technology/NASA,Civil/Government,Orbital Sciences Corp.,GALEX (Galaxy Evolution Explorer),Space Science,2003-04-28,Pegasus,Cape Canaveral,2003-017A,27782,LEO/I,,,,1,2003-04-28,2006-03-17
Canadian Space Agency,Government,Dynacon Inc./University of Toronto/University of British Columbia,MOST (Microvariability & Oscillations of Stars),Astrophysics,2003-06-30,Rokot,Plesetsk Cosmodrome,2003-031D,27843,"LEO, Sun-sync.",,,,2,2003-06-30,2006-03-17
Canadian Space Agency,Government,Bristol Aerospace Ltd.,Scisat-1 (Atmospheric Chemistry Experiment),Space Science,2003-08-12,Pegasus XL,Vandenberg AFB,2003-036A,27858,LEO/I,,,,2,2003-06-30,2006-03-17
"Center for Space Research, MIT/University of California/University of Chicago/France/Italy/Spain",Civil/Government,"Center for Space Research, MIT",HETE-2 (High Energy Transient Explorer),Astrophysics,2000-10-09,Pegasus,Kwajalein Missile Range,2000-061A,26561,LEO/E,,,,1,2000-10-09,2006-03-17
Centre Electronique de l'Armement (DGA),Military,Alcatel Space Industries,Clementine,Electronic surveillance,1999-12-03,Ariane 5,Guiana Space Center,1999-064B,25978,"LEO, Syn-sync.",,,,1,1999-12-03,2006-03-17
Centre National d'Etudes Spatiales (CNES),Government,"CNES (Joint effort of France, Poland, Japan)",DEMETER (Detection of ElectroMagnetic Emission Transmitted from Earthquake Regions),Research,2004-06-29,Dnepr,Baikonur Cosmodrome,2004-025C,28368,"LEO, Sun-sync.",2,24,2006-06-29,2,2004-06-29,2006-03-17
Centre National d'Etudes Spatiales (CNES),Government,Centre National d'Etudes Spatiales (CNES),PARASOL (Polarization and Anistropy of Reflectances for Atmospheric Science coupled with Observations from LIDAR),Earth Science,2004-12-18,Ariane 5G,Guiana Space Center,2004-049G,28498,"LEO, Sun-sync.",2,24,2006-12-18,2,2004-06-29,2006-03-17
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-1,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049C,28494,"LEO, Sun-sync.",3,36,2007-12-18,6,1995-07-07,2006-03-17
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-2,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049D,28495,"LEO, Sun-sync.",3,36,2007-12-18,6,1995-07-07,2006-03-17
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-3,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049E,28496,"LEO, Sun-sync.",3,36,2007-12-18,6,1995-07-07,2006-03-17
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-4,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049F,28497,"LEO, Sun-sync.",3,36,2007-12-18,6,1995-07-07,2006-03-17
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,Matra Marconi Space/CNES (Astrium),Helios 1A,Reconnaissance,1995-07-07,Ariane 5,Guiana Space Center,1995-033A,23605,"LEO, Sun-sync.",5,60,2000-07-07,6,1995-07-07,2006-03-17
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,Helios 2A,Photo Reconnaissance,2004-12-18,Ariane 5G,Guiana Space Center,2004-049A,28492,"LEO, Sun-sync.",5,60,2009-12-18,6,1995-07-07,2006-03-17
Centre National des Techniques Spatiales (CNTS),Government,Surrey Satellite Technologies Ltd.,Alsat-1,Earth Observation,2002-11-28,Cosmos 3M,Plesetsk Cosmodrome,2002-054A,27559,"LEO, Sun-sync.",5,60,2007-11-28,1,2002-11-28,2006-03-17
China Meteorological Administration,Government,China Meteorological Administration,Feng-Yun 1D (FY-1D),Earth Science,2002-05-15,Long March 4B,Xichang Satellite Launch Center,2002-024B,27431,"LEO, Sun-sync.",3,36,2005-05-15,3,2000-06-25,2006-03-17
China Meteorological Administration,Government,China Meteorological Administration,Feng-Yun 2B (FY-2B),Earth Science,2000-06-25,Long March 3,Xichang Satellite Launch Center,2000-032A,26382,"GEO, 123.5° E",,,,3,2000-06-25,2006-03-17
China Meteorological Administration,Government,China Meteorological Administration,Feng-Yun 2C (FY-2C),Earth Science,2004-10-19,Long March 3A,Xichang Satellite Launch Center,2004-042A,28451,"GEO, 104.2° E",3,36,2007-10-19,3,2000-06-25,2006-03-17
China Satellite Communication Corp. (China Satcom),Commercial/Government,Lockheed Martin,"Chinastar-1 (Chinasat-10, Zhongwei 1)",Communications,1998-05-30,Long March 3B,Xichang Satellite Launch Center,1998-033A,25354,"GEO, 87.47° E",15,180,2013-05-30,2,1997-05-12,2006-03-17
China Satellite Communication Corp. (China Satcom),Commercial/Government,China Academy of Space Technology,"Dongfanghong 3R (DFH 3, Zhongxing 6, Chinasat 6)",Communications,1997-05-12,Long March CZ-3A,Xichang Satellite Launch Center,1997-021A,24798,"GEO, 124.97° E",8,96,2005-05-12,2,1997-05-12,2006-03-17
Chinese Academy of Sciences,Government,China Academy of Sciences,Chuangxin 1 (Innovation 1),Communications,2003-10-21,Long March 3B,Taiyuan Launch Center,2003-049B,28058,"LEO,Sun-sync.",,,,1,2003-10-21,2006-03-17
Chinese Academy of Space Technology,Military,Chinese Academy of Space Technology,"Jiang Bing 3A (Ziyuan 2, PRC 44)",Remote Sensing,2000-09-01,Long March CZ4B,Taiyuan Launch Center,2000-050A,26481,"LEO, Sun-sync.",2,24,2002-09-01,3,2000-09-01,2006-03-17
Chinese Academy of Space Technology,Military,Chinese Academy of Space Technology,Zhangguo Ziyuan 2B (ZY-2B),Remote Sensing,2002-10-27,Long March CZ4B,Taiyuan Launch Center,2002-049A,27550,"LEO, Sun-sync.",,,,3,2000-09-01,2006-03-17
Chinese Academy of Space Technology,Military,Chinese Academy of Space Technology,Zhangguo Ziyuan 2C (ZY-2C),Reconnaissance,2004-11-04,Chang Zheng 4B,Taiyuan Launch Center,2004-044A,28470,"LEO, Sun-sync.",,,,3,2000-09-01,2006-03-17
Chinese Academy of Space Technology (CAST),Government,China Research Institute of Space Technology (CRIST),Shenzhou 6 (Divine Ship),Research,2005-10-12,Long March 2F,Jiuquan Satellite Launch Center,2005-040A,28879,LEO/I,0.5,6,2006-04-12,5,1999-05-10,2006-03-17
Chinese Academy of Space Technology (CAST),Government,China Aerospace Science and Technology Corporation (CASC),"Shijian 5 (Dong Fang Hong 47, Experiment 5, SJ-5)",Research,1999-05-10,Long March 4B,Taiyuan Launch Center,1999-025B,25731,"LEO, Sun-sync.",,,,5,1999-05-10,2006-03-17
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,Shijian 6A (SJ-6A),Space Physics,2004-09-08,Long March 4B,Taiyuan Launch Center,2004-035A,28413,"LEO, Sun-sync.",2,24,2006-09-08,5,1999-05-10,2006-03-17
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,Shijian 6B (SJ-6B),Space Physics,2004-09-08,Long March 4B,Taiyuan Launch Center,2004-035B,28414,"LEO, Sun-sync.",2,24,2006-09-08,5,1999-05-10,2006-03-17
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,Shijian 7 (SJ7),Space Physics,2005-07-05,Long March 2D,Jiuquan Satellite Launch Center,2005-024A,28737,"LEO, Sun-sync.",3,36,2008-07-05,5,1999-05-10,2006-03-17
Chinese Academy of Space Technology/Institutio Nacional de Pesquisas Espaciais,Government/Commercial,Institutio Nacional de Pesquisas Espiais/Chinese Academy of Space Technology,"CBERS 2 (China-Brazil Earth Resources Satellite, Zi Yuan 1-2)",Remote Sensing,2003-10-21,Long March 4B,Taiyuan Launch Center,2003-049A,28057,"LEO, Sun-sync.",3,36,2006-10-21,1,2003-10-21,2006-03-17
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 1A (Beidou Navigation Test Satellite),Navigation/Global Positioning,2000-10-30,Long March CZ-3A,Xichang Satellite Launch Center,2000-069A,26599,"GEO, 139.99° E",,,,3,2000-10-30,2006-03-17
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 1B (BNTS-1B),Navigation/Global Positioning,2000-12-20,Long March CZ-3A,Xichang Satellite Launch Center,2000-082A,26643,"GEO, 80.28° E",,,,3,2000-10-30,2006-03-17
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 1C,Navigation/Global Positioning,2003-05-24,Long March CZ-3A,Xichang Satellite Launch Center,2003-021A,27813,"GEO, 110.27° E",,,,3,2000-10-30,2006-03-17
Chinese National Space Administration/European Space Agency,Government,Chinese National Space Administration/European Space Agency,Double Star 1 (Tan Ce 1),Research,2003-12-29,Long March 2C,Xichang Satellite Launch Center,2003-061A,28140,Elliptical/DHEO,,,,2,2003-12-29,2006-03-17
Chinese National Space Administration/European Space Agency,Government,Chinese National Space Administration/European Space Agency,"Double Star 2 (Tan Ce 2, Explorer 2)",Research,2004-07-25,Long March 2C,Taiyuan Launch Center,2004-029A,28382,Elliptical,,,,2,2003-12-29,2006-03-17
Consortium of Portuguese Academic and Industrial Interests,Military/Commercial,Surrey Satellite Technology Ltd. (Univ. of Surrey),"Posat-1 (Oscar 28, PO 28)",Communications,1993-09-26,Ariane 4,Guiana Space Center,1993-061D,22826,"LEO, Sun-sync.",5,60,1998-09-26,1,1993-09-26,2006-03-17
Cooperative Research Centre for Satlelite Systems (CRCSS),Civil,AUSPACE Limited,Fedsat (Federation Satellite),Scientific Research,2002-12-14,H-2,Tanegashima Space Center Space Center,2002-056B,27598,"LEO, Sun sync.",3,36,2005-12-14,1,2002-12-14,2006-03-17
CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin),Government,Institut für Luft-und Raumfahrttechnik (Berlin),Maroc Tubsat,Technology Development,2001-12-10,Zenit,Baikonur Cosmodrome,2001-056D,26704,"LEO, Sun-sync.",,,,1,2001-12-10,2006-03-17
Danish Meteorological Institute (DMI),Government,Computer Resources International (CRI),Ørsted (Sunsat),Earth Science,1999-02-23,Delta 7920,Vandenberg AFB,1999-008B,25635,"LEO, Sun-sync.",5,60,2004-02-23,1,1999-02-23,2006-03-17
Defense Advanced Research Projects Agency (DARPA),Military,General Dynamics,"Streak (STP-R1, USA 185)",Technology Development,2005-09-23,Minotaur 1,Vandenberg AFB,2005-037A,28871,"LEO, Sun-sync.",1,12,2006-09-23,1,2005-09-23,2006-03-17
Defense Ministry,Military,Mitsubishi,IGS-1A (Information Gathering Satellite 1A),Reconnaissance,2003-03-28,H2A,Tanegashima Space Center,2003-009A,27698,"LEO, Sun-sync.",5,60,2008-03-28,3,2003-03-28,2006-03-17
Defense Ministry,Military,Mitsubishi,IGS-1B (Information Gathering Satellite 1A),Reconnaissance,2003-03-28,H2A,Tanegashima Space Center,2003-009B,27699,"LEO, Sun-sync.",5,60,2008-03-28,3,2003-03-28,2006-03-17
Defense Ministry,Military,Alcatel Alenia Space,Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),Communications,2005-10-13,Ariane 5,Guiana Space Center,2005-041B,28885,"GEO, 47° E",12,144,2017-10-13,3,2003-03-28,2006-03-17
"Department of Astronautics, University of Tokyo",Civil,"Department of Astronautics, University of Tokyo",Cubesat XI-IV,Technology Development,2003-06-30,Dnepr,Plesetsk Cosmodrome,2003-031J,27848,"LEO, Sun-sync.",,,,2,2003-06-30,2006-03-17
"Department of Astronautics, University of Tokyo",Civil,"Department of Astronautics, University of Tokyo",Cubesat XI-V,Technology Development,2005-10-27,Cosmos-3M,Plesetsk Cosmodrome,2005-043F,28895,"LEO, Sun-sync.",,,,2,2003-06-30,2006-03-17
Deutsches Zentrum für Luft- und Raumfahrt,Government,"Institute of Aeronautics and Astronautics, Technical University of Berlin",DLR Tubsat,Earth Science,1999-05-26,PSLV-C2,Satish Dhawan Space Centre,1999-029C,25758,"LEO, Sun-sync.",1,12,2000-05-26,1,1999-05-26,2006-03-17
Digital Globe,Commercial,Ball Aerospace,Quickbird 2,Earth Observation,2001-10-18,Delta 2,Vandenberg AFB,2001-047A,26953,"LEO, Sun-sync.",7,84,2008-10-18,1,2001-10-18,2006-03-17
"DirecTV, Inc.",Commercial,Hughes Electronics Corp.,DirecTV-1 (DBS-1),Communications,1993-12-18,Ariane 4,Guiana Space Center,1993-078A,22930,"GEO, 101.21° W",15,180,2008-12-18,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Hughes Electronics Corp.,DirecTV-1R,Communications,1999-10-10,Zenit 3-SL,Sea Launch (Odyssey),1999-056A,25937,"GEO, 100.86° W",15,180,2014-10-10,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Hughes Electronics Corp.,DirecTV-2 (DBS-2),Communications,1994-08-03,Atlas 2A,Cape Canaveral,1994-047A,23192,"GEO, 100.79° W",15,180,2009-08-03,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Hughes Electronics Corp.,DirecTV-3 (DBS-3),Communications,1995-06-10,Ariane 42P,Guiana Space Center,1995-029A,23598,"GEO, 81.85° W",15,180,2010-06-10,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Hughes Electronics Corp.,DirecTV-4S,Communications,2001-11-27,Ariane 44LP,Guiana Space Center,2001-052A,26985,"GEO, 101.24° W",15,180,2016-11-27,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Space Systems Loral,DirecTV-5 (Tempo 1),Communications,2002-05-07,Proton K,Baikonur Cosmodrome,2002-023A,27426,"GEO, 119.17° W",15,180,2017-05-07,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Space Systems Loral,DirecTV-6 (Tempo 2),Communications,1997-03-08,Atlas 2A,Cape Canaveral,1997-011A,24748,"GEO, 109.81° W",15,180,2012-03-08,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Space Systems Loral,DirecTV-7S,Communications,2004-05-04,Zenit 3SL,Sea Launch,2004-016A,28238,"GEO, 119° W",15,180,2019-05-04,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Space Systems Loral,DirecTV-8,Communications,2005-05-22,Proton M/Breeze M,Baikonur Cosmodrome,2005-019A,28659,"GEO, 101° W",12,144,2017-05-22,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Boeing Satellite Systems,Spaceway F1,Communications,2005-04-26,Zenit 3SL,Sea Launch (Odyssey),2005-015A,28644,"GEO, 102.08° W",12.6,151,2017-11-26,11,1993-12-18,2006-03-17
"DirecTV, Inc.",Commercial,Boeing Satellite Systems,Spaceway F2,Communications,2005-11-16,Ariane 5 ECA,Guiana Space Center,2005-046B,28903,"GEO, 99.2° W",12.6,151,2018-06-16,11,1993-12-18,2006-03-17
DoD/US Air Force,Military/Commercial,Rockwell International,"Navstar GPS 15 (Navstar SVN 15, GPS 2-9, USA 64)",Navigation/Global Positioning,1990-10-01,Delta II,Cape Canaveral,1990-088A,20830,MEO,7.8,94,1998-08-01,29,1990-10-01,2006-03-17
DoD/US Air Force,Military/Commercial,Rockwell International,"Navstar GPS 24 (Navstar SVN 24, GPS II-2, USA 71)",Navigation/Global Positioning,1991-07-04,Delta II,Cape Canaveral,1991-047A,21552,MEO,7.5,90,1999-01-04,29,1990-10-01,2006-03-17
DoD/US Air Force,Military/Commercial,Rockwell International,"Navstar GPS 25 (Navstar SVN 25, GPS 2A-2, USA 79)",Navigation/Global Positioning,1992-02-23,Delta II,Cape Canaveral,1992-009A,21890,MEO,7.5,90,1999-08-23,29,1990-10-01,2006-03-17
DoD/US Air Force,Military/Commercial,Rockwell International,"Navstar GPS 26 (Navstar SVN 26, GPS IIA-14, USA 83)",Navigation/Global Positioning,1992-07-07,Delta II,Cape Canaveral,1992-039A,22014,MEO,7.5,90,2000-01-07,29,1990-10-01,2006-03-17
DoD/US Air Force,Military/Commercial,Rockwell International,"Navstar GPS 27 (Navstar SVN 27, GPS 2-15, USA 84)",Navigation/Global Positioning,1992-09-09,Delta II,Cape Canaveral,1992-058A,22108,MEO,7.5,90,2000-03-09,29,1990-10-01,2006-03-17
DoD/US Air Force,Military/Commercial,Rockwell International,"Navstar GPS 29 (Navstar SVN 29, GPS 2-17, USA 87)",Navigation/Global Positioning,1992-12-18,Delta II,Cape Canaveral,1992-089A,22275,MEO,7.5,90,2000-06-18,29,1990-10-01,2006-03-17
DoD/US Air Force,Military/Commercial,Rockwell International,"Navstar GPS 30 (Navstar SVN 30, GPS 2-27, USA 128)",Navigation/Global Positioning,1996-09-12,Delta II,Cape Canaveral,1996-056A,24320,MEO,7.5,90,2004-03-12,29,1990-10-01,2006-03-17
DoD/US Air Force,Military/Commercial,Rockwell International,"Navstar GPS 32 (Navstar SVN 32, GPS 2-16, USA 85)",Navigation/Global Positioning,1992-11-22,Delta II,Cape Canaveral,1992-079A,22231,MEO,7.5,90,2000-05-22,29,1990-10-01,2006-03-17
DoD/US Air Force,Military/Commercial,Rockwell International,"Navstar GPS 33 (Navstar SVN 33, GPS 2-25, USA 117)",Navigation/Global Positioning,1996-03-28,Delta II,Cape Canaveral,1996-019A,23833,MEO,7.5,90,2003-09-28,29,1990-10-01,2006-03-17
