Entity_Name,Entity_Type,Contractor,SATNAME,Purpose,Date_of_First_Launch,Launch_vehicle,Launch_site,COSPAR_number,NORAD_number,Class_of_Orbit,Expected_Lifetime_years,Expected_Lifetime_months,Expected_Deorbit_Date,Sat_Count_entity,Entity_First_Launch,UCS_entry_year
Cabinet Satellite Intelligence Center (CSIC),Government,Mitsubishi,IGS-1A (Information Gathering Satellite 1A),Reconnaissance,2003-03-28,H2A,Tanegashima Space Center,2003-009A,27698,Sun-Synchronous,5,60,2008-03-28,5,2003-03-28,2010-04-01
Cabinet Satellite Intelligence Center (CSIC),Government,Mitsubishi,IGS-3A (Information Gathering Satellite 3A),Reconnaissance,2006-09-11,H2A,Tanegashima Space Center,2006-037A,29393,Sun-Synchronous,5,60,2011-09-11,5,2003-03-28,2010-04-01
Cabinet Satellite Intelligence Center (CSIC),Government,Mitsubishi,"IGS-3B (Information Gathering Satellite 3B, IGS Radar 2)",Reconnaissance,2007-02-24,H2A,Tanegashima Space Center,2007-005A,30586,Sun-Synchronous,5,60,2012-02-24,5,2003-03-28,2010-04-01
Cabinet Satellite Intelligence Center (CSIC),Government,Mitsubishi,"IGS-4A (Information Gathering Satellite 4A, Optical Verification Satellite [OV-3])",Reconnaissance,2007-02-24,H2A,Tanegashima Space Center,2007-005B,30587,Sun-Synchronous,0.5,6,2007-08-24,5,2003-03-28,2010-04-01
Cabinet Satellite Intelligence Center (CSIC),Government,Mitsubishi/Toshiba,"IGS-5A (Information Gathering Satellite 5A, IGS Optical 3)",Reconnaissance,2009-11-28,H2A,Tanegashima Space Center,2009-066A,36104,Sun-Synchronous,5,60,2014-11-28,5,2003-03-28,2010-04-01
California Institute of Technology/NASA,Government/Civil,Orbital Sciences Corp.,GALEX (Galaxy Evolution Explorer),Space Science,2003-04-28,Pegasus,Cape Canaveral,2003-017A,27783,Intermediate,2.3,28,2005-08-28,1,2003-04-28,2010-04-01
Canadian Space Agency,Government,Dynacon Inc./University of Toronto Institute for Aerospace Studies/University of British Columbia,MOST (Microvariability & Oscillations of STars),Astrophysics,2003-06-30,Rokot,Plesetsk Cosmodrome,2003-031D,27843,Sun-Synchronous,1,12,2004-06-30,2,2003-06-30,2010-04-01
Canadian Space Agency,Government,Bristol Aerospace Ltd.,Scisat-1 (Atmospheric Chemistry Experiment),Space Science,2003-08-12,Pegasus XL,Vandenberg AFB,2003-036A,27858,Intermediate,,,,2,2003-06-30,2010-04-01
Ceil Satellite Group,Commercial,Thales Alenia Space,Ceil-2,Communications,2008-12-10,Proton-M,Baikonur Cosmodrome,2008-063A,33453,,15,180,2023-12-10,1,2008-12-10,2010-04-01
"Center for Atmospheric Sciences, Hampton University/NASA",Government,Orbital Sciences Corp.,AIM (Aeronomy of Ice in Mesosphere),Earth Science,2007-04-25,Pegasus XL,Vandenberg AFB,2007-015A,31304,,2,24,2009-04-25,1,2007-04-25,2010-04-01
Centre National d'Etudes Spatiales (CNES),Government,CNRS/Alcatel Alenia Space,"CoRoT (Convection, Rotation des Étoiles et Transits des Planètes Extrasolaires)",Space Science,2006-12-27,Soyuz 2-1B,Baikonur Cosmodrome,2006-063A,29678,Sun-Synchronous,2,24,2008-12-27,3,2004-06-29,2010-04-01
Centre National d'Etudes Spatiales (CNES),Government,"CNES (Joint effort of France, Poland, Japan)",DEMETER (Detection of ElectroMagnetic Emission Transmitted from Earthquake Regions),Research,2004-06-29,Dnepr,Baikonur Cosmodrome,2004-025C,28368,Sun-Synchronous,2,24,2006-06-29,3,2004-06-29,2010-04-01
Centre National d'Etudes Spatiales (CNES),Government,Centre National d'Etudes Spatiales (CNES),PARASOL (Polarization and Anistropy of Reflectances for Atmospheric Science coupled with Observations from LIDAR),Earth Science,2004-12-18,Ariane 5G,Guiana Space Center,2004-049G,28498,Sun-Synchronous,2,24,2006-12-18,3,2004-06-29,2010-04-01
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-1,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049C,28494,Sun-Synchronous,3,36,2007-12-18,7,1995-07-07,2010-04-01
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-2,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049D,28495,Sun-Synchronous,3,36,2007-12-18,7,1995-07-07,2010-04-01
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-3,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049E,28496,Sun-Synchronous,3,36,2007-12-18,7,1995-07-07,2010-04-01
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-4,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049F,28497,Sun-Synchronous,3,36,2007-12-18,7,1995-07-07,2010-04-01
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,Matra Marconi Space/CNES (Astrium),Helios 1A,Reconnaissance,1995-07-07,Ariane 5,Guiana Space Center,1995-033A,23605,Sun-Synchronous,5,60,2000-07-07,7,1995-07-07,2010-04-01
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,Helios 2A,Reconnaissance,2004-12-18,Ariane 5G,Guiana Space Center,2004-049A,28492,Sun-Synchronous,5,60,2009-12-18,7,1995-07-07,2010-04-01
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,Helios 2B,Reconnaissance,2009-12-18,Ariane 5,Guiana Space Center,2009-073A,36124,Sun-Synchronous,5,60,2014-12-18,7,1995-07-07,2010-04-01
Centre National d'Etudes Spatiales (CNES)/European Space Agency,Government,Thales Alenia Space,SMOS (Soil Moisture and Ocean Salinity satellite),Earth Observation,2009-11-02,Breeze KM,Plesetsk Cosmodrome,2009-059A,36036,Sun-Synchronous,,,,1,2009-11-02,2010-04-01
Centre National d'Etudes Spatiales (CNES)/NASA,Government,Alcatel Alenia Space,Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),Earth Science,2006-04-28,Delta 2,Vandenberg AFB,2006-016B,29108,Sun-Synchronous,3,36,2009-04-28,1,2006-04-28,2010-04-01
Centre National des Techniques Spatiales (CNTS),Government,Surrey Satellite Technologies Ltd.,Alsat-1,Earth Observation,2002-11-28,Cosmos 3M,Plesetsk Cosmodrome,2002-054A,27559,Sun-Synchronous,5,60,2007-11-28,1,2002-11-28,2010-04-01
China Meteorological Administration,Government,China Aerospace Corporation,Fengyun 1D (FY-1D),Earth Science,2002-05-15,Long March 4B,Xichang Satellite Launch Center,2002-024B,27431,Sun-Synchronous,3,36,2005-05-15,5,2002-05-15,2010-04-01
China Meteorological Administration,Government,China Aerospace Corporation,Fengyun 2C (FY-2C),Earth Science,2004-10-19,Long March 3A,Xichang Satellite Launch Center,2004-042A,28451,,3,36,2007-10-19,5,2002-05-15,2010-04-01
China Meteorological Administration,Government,China Aerospace Corporation,Fengyun 2D (FY-2D),Earth Science,2006-12-08,Long March 3A,Xichang Satellite Launch Center,2006-053A,29640,,3,36,2009-12-08,5,2002-05-15,2010-04-01
China Meteorological Administration,Government,Shanghai Academy of Space Flight Technology,Fengyun 2E (FY-2E),Earth Science,2008-12-23,Long March 3A,Xichang Satellite Launch Center,2008-066A,33463,,,,,5,2002-05-15,2010-04-01
China Meteorological Administration,Government,Shanghai Academy of Space Flight Technology,Fengyun 3A (FY-3A),Earth Science,2008-05-27,Long March 4C,Taiyuan Launch Center,2008-026A,32958,Sun-Synchronous,,,,5,2002-05-15,2010-04-01
China Satellite Communication Corp. (China Satcom),Commercial/Government,Thales Alenia Space,ChinaSat 6B (Zhong Xing 6B),Communications,2007-07-06,Long March 3B,Xichang Satellite Launch Center,2007-031A,31800,,15,180,2022-07-06,2,1998-05-30,2010-04-01
China Satellite Communication Corp. (China Satcom),Commercial/Government,Lockheed Martin,"Chinastar-1 (ChinaSat-10, Zhongwei 1)",Communications,1998-05-30,Long March 3B,Xichang Satellite Launch Center,1998-033A,25354,,15,180,2013-05-30,2,1998-05-30,2010-04-01
Chinasat,Military,Chinese Academy of Space Technology (CAST),Zhongxing 22A (Chinastar 22A),Communications,2006-09-12,Long March 3A,Xichang Satellite Launch Center,2006-038A,29398,,,,,2,2006-09-12,2010-04-01
Chinasat,Government,Thales Alenia Space,"Zhongxing 9 (Chinasat 9, Chinastar 9)",Communications,2008-06-09,Long March 3B,Xichang Satellite Launch Center,2008-028A,33051,,,,,2,2006-09-12,2010-04-01
Chinese Academy of Sciences,Government,China Academy of Sciences,Chuangxin 1 (Innovation 1),Communications,2003-10-21,Long March 3B,Taiyuan Launch Center,2003-049B,28058,Sun-Synchronous,,,,2,2003-10-21,2010-04-01
Chinese Academy of Sciences,Government,China Academy of Sciences,Chuangxin 2 (Innovation 2),Communications,2008-11-05,Long March 2D,Jiuquan Satellite Launch Center,2008-056B,33434,Sun-Synchronous,,,,2,2003-10-21,2010-04-01
Chinese Academy of Space Technology,Military,Chinese Academy of Space Technology,"Jiang Bing 3A (Ziyuan 2, PRC 44)",Remote Sensing,2000-09-01,Long March CZ4B,Taiyuan Launch Center,2000-050A,26481,Sun-Synchronous,2,24,2002-09-01,3,2000-09-01,2010-04-01
Chinese Academy of Space Technology,Military,Chinese Academy of Space Technology (CAST),Zhangguo Ziyuan 2B (ZY-2B),Remote Sensing,2002-10-27,Long March CZ4B,Taiyuan Launch Center,2002-049A,27550,Sun-Synchronous,,,,3,2000-09-01,2010-04-01
Chinese Academy of Space Technology,Military,Chinese Academy of Space Technology (CAST),Zhangguo Ziyuan 2C (ZY-2C),Reconnaissance,2004-11-04,Chang Zheng 4B,Taiyuan Launch Center,2004-044A,28470,Sun-Synchronous,,,,3,2000-09-01,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Chinese Academy of Space Technology (CAST)/ DFH Satellite,Shijian 11-01 (SJ-11-01),Space Physics,2009-11-12,Long March 2C,Jiuquan Satellite Launch Center,2009-061A,36088,Sun-Synchronous,3,36,2012-11-12,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,"Shijian 6A (SJ-6A, Dong Fang Hong 60)",Space Physics,2004-09-08,Long March 4B,Taiyuan Launch Center,2004-035A,28413,Sun-Synchronous,2,24,2006-09-08,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,Shijian 6B (SJ-6B),Space Physics,2004-09-08,Long March 4B,Taiyuan Launch Center,2004-035B,28414,Sun-Synchronous,2,24,2006-09-08,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Chinese Academy of Space Technology (CAST)/DFH Satellite,Shijian 6C (SJ-6-02A),Space Physics,2006-10-23,Long March 4B,Taiyuan Launch Center,2006-046A,29505,Sun-Synchronous,,,,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Chinese Academy of Space Technology (CAST)/DFH Satellite,Shijian 6D (SJ-6-02B),Space Physics,2006-10-23,Long March 4B,Taiyuan Launch Center,2006-046B,29506,Sun-Synchronous,,,,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,Shijian 6E (SJ6-03A),Space Physics,2008-10-25,Long March 4B,Taiyuan Launch Center,2008-053A,33408,Sun-Synchronous,3,36,2011-10-25,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,Shijian 6F (SJ6-03B),Space Physics,2008-10-25,Long March 4B,Taiyuan Launch Center,2008-053B,33409,Sun-Synchronous,3,36,2011-10-25,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,"Shijian 7 (SJ7, Dong Fang Hong 65)",Space Physics,2005-07-05,Long March 2D,Jiuquan Satellite Launch Center,2005-024A,28737,Sun-Synchronous,3,36,2008-07-05,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Harbin Institute of Technology,"Shiyan 3 (SY3, Experimental Satellite 3)",Remote Sensing/Research,2008-11-05,Long March 2D,Jiuquan Satellite Launch Center,2008-056A,33433,Sun-Synchronous,,,,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology (CAST),Government,Chinese Academy of Space Technology (CAST),"TianLian 1 (TL-1-01, CTDRS)",Communications,2008-04-25,Long March 3C,Xichang Satellite Launch Center,2008-019A,32779,,,,,10,2004-09-08,2010-04-01
Chinese Academy of Space Technology/Institutio Nacional de Pesquisas Espaciais,Government/Commercial,Institutio Nacional de Pesquisas Espiais/Chinese Academy of Space Technology,"CBERS 2 (China-Brazil Earth Resources Satellite, Zi Yuan 1-2)",Remote Sensing,2003-10-21,Long March 4B,Taiyuan Launch Center,2003-049A,28057,Sun-Synchronous,3,36,2006-10-21,2,2003-10-21,2010-04-01
Chinese Academy of Space Technology/Institutio Nacional de Pesquisas Espaciais,Government/Commercial,Institutio Nacional de Pesquisas Espiais/Chinese Academy of Space Technology,"CBERS 2B (China-Brazil Earth Resources Satellite, Zi Yuan 2B)",Remote Sensing,2007-09-19,Long March 4B,Taiyuan Launch Center,2007-042A,32062,Sun-Synchronous,2,24,2009-09-19,2,2003-10-21,2010-04-01
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 1B (BNTS-1B),Navigation/Global Positioning,2000-12-20,Long March CZ-3A,Xichang Satellite Launch Center,2000-082A,26643,,,,,4,2000-12-20,2010-04-01
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 1C (Dong Fang Hong 54),Navigation/Global Positioning,2003-05-24,Long March CZ-3A,Xichang Satellite Launch Center,2003-021A,27813,,,,,4,2000-12-20,2010-04-01
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 3 (Compass G-3),Navigation/Global Positioning,2010-01-16,Long March 3C,Xichang Satellite Launch Center,2010-001A,36287,,,,,4,2000-12-20,2010-04-01
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou M1 (Compass M1),Navigation/Global Positioning,2007-04-13,Long March 3A,Xichang Satellite Launch Center,2007-011A,31115,,,,,4,2000-12-20,2010-04-01
Chinese National Space Administration/European Space Agency,Government,Chinese National Space Administration/European Space Agency,"Double Star 2 (Tan Ce 2, Explorer 2)",Research,2004-07-25,Long March 2C,Taiyuan Launch Center,2004-029A,28382,,,,,1,2004-07-25,2010-04-01
CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin),Government,CRTS Morocco/Institut für Luft-und Raumfahrttechnik,Maroc Tubsat,Technology Development,2001-12-10,Zenit,Baikonur Cosmodrome,2001-056D,27004,Sun-Synchronous,,,,1,2001-12-10,2010-04-01
Danish Meteorological Institute (DMI),Government,Computer Resources International (CRI),Ørsted (Sunsat),Earth Science,1999-02-23,Delta 7920,Vandenberg AFB,1999-008B,25635,Sun-Synchronous,5,60,2004-02-23,1,1999-02-23,2010-04-01
Defense Advanced Research Projects Agency (DARPA)/Navy Research Laboratory (NRL),Military,Orbital Sciences Corp.,"MITEX (Micro-Satellite Technology Experiment, USA 187)",Technology Development,2006-06-21,Delta 2,Cape Canaveral,2006-024A,29240,,1,12,2007-06-21,2,2006-06-21,2010-04-01
Defense Advanced Research Projects Agency (DARPA)/Navy Research Laboratory (NRL),Military,Lockheed Martin Missiles and Space,"MITEX (Micro-Satellite Technology Experiment, USA 188)",Technology Development,2006-06-21,Delta 2,Cape Canaveral,2006-024B,29241,,1,12,2007-06-21,2,2006-06-21,2010-04-01
Defense Ministry,Military,Alcatel Alenia Space,Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),Communications,2005-10-13,Ariane 5,Guiana Space Center,2005-041B,28885,,12,144,2017-10-13,3,2005-10-13,2010-04-01
Defense Ministry,Military,Alcatel Alenia Space,Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),Communications,2006-08-11,Ariane 5,Guiana Space Center,2006-033B,29273,,12,144,2018-08-11,3,2005-10-13,2010-04-01
Defense Ministry,Military,Israel Aerospace Industries (IAI),TecSAR (Polaris),Reconnaissance,2008-01-21,PSLV-C10,Sriharikota Launch Station,2008-002A,32476,,,,,3,2005-10-13,2010-04-01
Deimos Imaging/DMC International Imaging (DMCII),Government,Surrey Satellite Technologies Ltd.,Deimos 1,Earth Observation,2009-07-29,Dnepr,Baikonur Cosmodrome,2009-041A,35681,Sun-Synchronous,5,60,2014-07-29,1,2009-07-29,2010-04-01
"Department of Astronautics, University of Tokyo",Civil,"Department of Astronautics, University of Tokyo","Cubesat XI-IV (Oscar 57, CO-57)",Technology Development,2003-06-30,Dnepr,Plesetsk Cosmodrome,2003-031J,27848,Sun-Synchronous,,,,2,2003-06-30,2010-04-01
"Department of Astronautics, University of Tokyo",Civil,"Department of Astronautics, University of Tokyo","Cubesat XI-V (Oscar 58, CO-58)",Technology Development,2005-10-27,Cosmos-3M,Plesetsk Cosmodrome,2005-043F,28895,Sun-Synchronous,,,,2,2003-06-30,2010-04-01
Deutsches Zentrum für Luft- und Raumfahrt,Government,"Institute of Aeronautics and Astronautics, Technical University of Berlin",DLR Tubsat,Earth Science,1999-05-26,PSLV-C2,Satish Dhawan Space Centre,1999-029C,25758,Sun-Synchronous,1,12,2000-05-26,1,1999-05-26,2010-04-01
DFH Satellite/AMSAT-China,Civil,DFH Satellite,"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",Communications,2009-12-15,Long March 4C,Taiyuan Launch Center,2009-072B,36122,Sun-Synchronous,,,,1,2009-12-15,2010-04-01
DigitalGlobe Corporation,Commercial,Ball Aerospace,Quickbird 2,Earth Observation,2001-10-18,Delta 2,Vandenberg AFB,2001-047A,26953,Sun-Synchronous,7,84,2008-10-18,3,2001-10-18,2010-04-01
DigitalGlobe Corporation,Military/Commercial,Ball Aerospace,Worldview 1,Earth Observation,2007-09-18,Delta 2,Vandenberg AFB,2007-041A,32060,Sun-Synchronous,7.25,87,2014-12-18,3,2001-10-18,2010-04-01
DigitalGlobe Corporation,Military/Commercial,Ball Aerospace,Worldview 2,Earth Observation,2009-10-08,Delta 2,Vandenberg AFB,2009-055A,35946,Sun-Synchronous,,,,3,2001-10-18,2010-04-01
"DirecTV, Inc.",Commercial,Boeing Space and Intelligence Systems,DirecTV-10,Communications,2007-07-07,Proton-M,Baikonur Cosmodrome,2007-032A,31862,,15,180,2022-07-07,11,1999-10-10,2010-04-01
"DirecTV, Inc.",Commercial,Boeing Satellite Development Center,DirecTV-11,Communications,2008-03-19,Zenit 3-SL,Sea Launch (Odyssey),2008-013A,32729,,,,,11,1999-10-10,2010-04-01
"DirecTV, Inc.",Commercial,Boeing Space Systems,DirecTV-12,Communications,2009-12-29,Breeze-M,Baikonur Cosmodrome,2009-075A,36131,,15,180,2024-12-29,11,1999-10-10,2010-04-01
"DirecTV, Inc.",Commercial,Hughes Electronics Corp.,DirecTV-1R,Communications,1999-10-10,Zenit 3-SL,Sea Launch (Odyssey),1999-056A,25937,,15,180,2014-10-10,11,1999-10-10,2010-04-01
